"ID","Country","Year","Quarter","Intercatch Metier Tag","Vessel Length Category","FDF Vessel flag","Area","Species","Landings (tonnes)","Value (euros)"
"ENG_25837","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","LEM",0.028,134.53
"ENG_25838","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","LIN",0.016,18.79
"ENG_25839","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","OTH",0.584,1353.39
"ENG_25840","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","PLE",57.738,77450.8
"ENG_25841","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","POL",0.008,25.62
"ENG_25842","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","RJA",0.047,42.29
"ENG_25843","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","SOL",1.95,16787.67
"ENG_25844","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","TUR",0.571,3980.59
"ENG_25845","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"FDF","27.4","WIT",0.005,8.57
"ENG_25846","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","ANF",0.054,113.5
"ENG_25847","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","BLL",0.05,195.49
"ENG_25848","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","BSS",0.016,168.25
"ENG_25849","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","COD",6.899,10913.03
"ENG_25850","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","DAB",0.002,1.14
"ENG_25851","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","HAD",0.013,12.55
"ENG_25852","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","LEM",0.038,67.3
"ENG_25853","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","LIN",0.024,24.47
"ENG_25854","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","MUR",0.006,16.29
"ENG_25855","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","NEP.FU.6",6.705,65999.21
"ENG_25856","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","OTH",2061.707,4643545.8
"ENG_25857","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","PLE",0.057,54.1
"ENG_25858","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","POK",0.027,14.83
"ENG_25859","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","POL",0.28,567.03
"ENG_25860","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","RJA",0.079,73.32
"ENG_25861","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","SOL",0.034,207.95
"ENG_25862","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","TUR",0.023,152.05
"ENG_25863","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","WHG",0.505,418.48
"ENG_25864","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.4","WIT",0.002,2.59
"ENG_25866","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","BSS",0.046,587.68
"ENG_25867","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","COD",0.542,1145.76
"ENG_25868","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","LIN",0.024,24.17
"ENG_25869","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","OTH",0.143,559.04
"ENG_25870","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","RJA",16.965,12854.37
"ENG_25871","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","SOL",0.04,295.3
"ENG_25872","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","TUR",0.018,175.21
"ENG_25873","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.4","WHG",0.186,115.89
"ENG_25875","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","BLL",0.059,456.66
"ENG_25876","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","BSS",1.893,20832.12
"ENG_25877","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","COD",2.467,6078.75
"ENG_25878","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","DAB",0.073,45.83
"ENG_25879","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","FLE",0.046,45.73
"ENG_25880","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","LEM",0.016,40.48
"ENG_25881","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","OTH",1.749,4022.57
"ENG_25882","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","PLE",1.019,1171.2
"ENG_25883","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","POL",0.002,2.28
"ENG_25884","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","RJA",5.921,7817
"ENG_25885","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","SOL",2.181,15041.79
"ENG_25886","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","TUR",0.193,1729.67
"ENG_25887","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.4","WHG",0.138,118.07
"ENG_25888","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","BLL",0.009,61.35
"ENG_25889","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","BSS",0.147,1327.75
"ENG_25890","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","COD",2.613,7051.79
"ENG_25891","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","DAB",0.032,20.36
"ENG_25892","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","FLE",0.049,29.75
"ENG_25893","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","HAD",0.002,0.86
"ENG_25894","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","LEM",0.015,75.95
"ENG_25895","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","LIN",0.15,314.93
"ENG_25896","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","NEP.FU.6",0.057,1196.8
"ENG_25897","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","OTH",3.403,7580.34
"ENG_25898","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","PLE",5.7,5681.57
"ENG_25899","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","POL",0.069,70.84
"ENG_25900","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","RJA",1.927,2561.33
"ENG_25901","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","SOL",0.199,1136.76
"ENG_25902","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","TUR",0.055,389.03
"ENG_25903","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.4","WHG",0.229,208.05
"ENG_25904","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","BLL",0.181,1121.36
"ENG_25905","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","BSS",3.765,43302.57
"ENG_25906","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","COD",6.117,17222.08
"ENG_25907","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","DAB",0.094,100.97
"ENG_25908","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","FLE",0.052,17.58
"ENG_25909","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","HKE",294.57,826746.37
"ENG_25910","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","LEM",0.027,112.79
"ENG_25911","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","LIN",11.272,20869.61
"ENG_25912","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","MUR",0.046,488.45
"ENG_25913","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","NEP.FU.6",0.002,17.11
"ENG_25914","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","OTH",787.14,1311585.34
"ENG_25915","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","PLE",1.454,1934.38
"ENG_25916","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","POK",0.858,1.71
"ENG_25917","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","POL",0.289,360.23
"ENG_25918","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","RJA",13.72,29094.02
"ENG_25919","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","SOL",3.025,14335.7
"ENG_25920","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","TUR",0.265,2535.38
"ENG_25921","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","WHG",2.876,1965.8
"ENG_25922","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.4","WIT",0.001,1.37
"ENG_25923","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.6.a","NEP.FU.12",1.004,7188.54
"ENG_25924","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.6.a","OTH",87.946,125762.54
"ENG_25925","UKE",2017,1,"LLS_FIF_0_0_0_all",NA,"NULL","27.6.a","HKE",259.575,709524.82
"ENG_25926","UKE",2017,1,"LLS_FIF_0_0_0_all",NA,"NULL","27.6.a","LIN",22.533,39275.86
"ENG_25927","UKE",2017,1,"LLS_FIF_0_0_0_all",NA,"NULL","27.6.a","OTH",0.681,2047.76
"ENG_25928","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.6.a","OTH",9786.221,8893984.79
"ENG_25929","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.6.a","POK",1.386,0
"ENG_25930","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.6.b","ANF",258.661,915352.75
"ENG_25931","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.6.b","LIN",3.359,3040.36
"ENG_25932","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","BLL",0.044,317.28
"ENG_25933","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","BSS",0.006,45.51
"ENG_25934","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","COD",0.012,27.32
"ENG_25935","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","OTH",825.631,1201724.43
"ENG_25936","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","PLE",0.217,81.71
"ENG_25937","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","RJA",0.434,411.16
"ENG_25938","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","SOL",0.005,36.44
"ENG_25939","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.a","TUR",0.002,19.39
"ENG_25940","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.a","BSS",0.043,414.07
"ENG_25941","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.a","COD",0.059,195.97
"ENG_25942","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.a","OTH",0.011,52.24
"ENG_25943","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.a","SOL",0.008,69.64
"ENG_25944","UKE",2017,1,"GNS_DEF_90-99_0_0_all",NA,"NULL","27.7.a","BSS",0.013,167.38
"ENG_25945","UKE",2017,1,"GNS_DEF_90-99_0_0_all",NA,"NULL","27.7.a","COD",0.027,55.82
"ENG_25946","UKE",2017,1,"GNS_DEF_90-99_0_0_all",NA,"NULL","27.7.a","FLE",0.022,41.06
"ENG_25948","UKE",2017,1,"GNS_DEF_90-99_0_0_all",NA,"NULL","27.7.a","OTH",0.015,50.35
"ENG_25949","UKE",2017,1,"GNS_DEF_90-99_0_0_all",NA,"NULL","27.7.a","POL",0.005,9.79
"ENG_25950","UKE",2017,1,"GNS_DEF_90-99_0_0_all",NA,"NULL","27.7.a","RJA",0.004,8.86
"ENG_25951","UKE",2017,1,"GNS_DEF_90-99_0_0_all",NA,"NULL","27.7.a","TUR",0.014,183.52
"ENG_25952","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","ANF",0.06,1050.51
"ENG_25953","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","BLL",0.379,2198.32
"ENG_25954","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","BSS",0.025,261.84
"ENG_25955","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","COD",0.294,626.64
"ENG_25957","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","FLE",0.022,14.03
"ENG_25958","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","HAD",0.004,0.87
"ENG_25959","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","LEM",0.03,159.63
"ENG_25960","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","NEP.FU.14",0.082,218.21
"ENG_25961","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","OTH",235.545,806729.99
"ENG_25962","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","PLE",2.214,1414.17
"ENG_25963","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","POL",0.01,20.3
"ENG_25964","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","RJA",5.392,8104.23
"ENG_25965","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","SOL",0.121,1097.16
"ENG_25966","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","TUR",0.092,669.51
"ENG_25967","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.a","WHG",0.001,1.14
"ENG_25968","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.b","HKE",0.058,0
"ENG_25969","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.b","OTH",3249.485,2932973.2
"ENG_25970","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","ANF",0.001,2.71
"ENG_25971","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","BLL",0.021,138.23
"ENG_25972","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","BSS",0.007,68.61
"ENG_25973","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","COD",0.038,117.24
"ENG_25974","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","DAB",0.001,0.4
"ENG_25975","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","FLE",0.016,4.98
"ENG_25977","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","OTH",970.178,1356233.51
"ENG_25978","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","PLE",0.06,86.1
"ENG_25979","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","POL",0.011,35.08
"ENG_25980","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","RJA",0.031,57.54
"ENG_25981","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","SOL",0.082,178.58
"ENG_25982","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","TUR",0.01,82.4
"ENG_25983","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.d","WHG",0.004,2.56
"ENG_25984","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","BLL",0.025,144
"ENG_25985","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","COD",0.015,38.16
"ENG_25987","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","GUG",0.004,7.12
"ENG_25989","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","OTH",0.085,31.86
"ENG_25990","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","PLE",0.067,104.76
"ENG_25991","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","RJA",0.684,635.54
"ENG_25992","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","SOL",0.023,195.66
"ENG_25993","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","TUR",0.004,29.53
"ENG_25994","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.d","WHG",0.008,4.84
"ENG_25995","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","ANF",0.02,83.84
"ENG_25996","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","BLL",1.105,7338.92
"ENG_25997","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","BSS",1.804,18196.02
"ENG_25998","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","COD",4.05,12450.45
"ENG_25999","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","DAB",0.325,202.77
"ENG_26000","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","FLE",0.609,259.86
"ENG_26001","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","LEM",0.24,927.18
"ENG_26002","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","MUR",0.004,44.26
"ENG_26003","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","OTH",23.435,20009.03
"ENG_26004","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","PLE",20.509,23818.69
"ENG_26005","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","POL",0.398,737.96
"ENG_26006","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","RJA",8.217,14311.27
"ENG_26007","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","SOL",8.817,72771.79
"ENG_26008","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","TUR",1.992,17400.74
"ENG_26009","UKE",2017,1,"GNS_DEF_100-119_0_0_all",NA,"NULL","27.7.d","WHG",1.122,625.75
"ENG_26010","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","ANF",0.037,137.97
"ENG_26011","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","BLL",1.791,9983.82
"ENG_26012","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","BSS",0.569,5323.36
"ENG_26013","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","COD",1.637,5381.19
"ENG_26014","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","DAB",0.055,24.82
"ENG_26015","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","FLE",0.253,324.31
"ENG_26017","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","HAD",0.234,387.66
"ENG_26018","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","HKE",1.327,1757.15
"ENG_26019","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","LEM",0.009,55.29
"ENG_26020","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","LEZ",0.001,2.05
"ENG_26021","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","LIN",0.819,1359.86
"ENG_26022","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","MUR",0.012,74.92
"ENG_26023","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","OTH",11.617,14679.01
"ENG_26024","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","PLE",7.042,11856.86
"ENG_26025","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","POK",0.267,399.93
"ENG_26026","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","POL",8.666,22429.77
"ENG_26027","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","RJA",4.511,5885.77
"ENG_26028","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","SDV",0.049,94.65
"ENG_26029","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","SOL",5.138,46322.32
"ENG_26030","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","TUR",1.753,15458.51
"ENG_26031","UKE",2017,1,"GNS_DEF_120-219_0_0_all",NA,"NULL","27.7.d","WHG",0.166,159.11
"ENG_26032","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","ANF",1.122,4470.05
"ENG_26033","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","BLL",3.612,23601.76
"ENG_26034","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","BSS",10.523,100170.9
"ENG_26035","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","COD",15.125,53986.13
"ENG_26036","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","DAB",44.09,35179.34
"ENG_26037","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","FLE",3.487,2464.37
"ENG_26038","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","GUG",0.054,83.45
"ENG_26039","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","HAD",0.016,41.27
"ENG_26040","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","HKE",0.003,5.89
"ENG_26041","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","LEM",2.842,14511.41
"ENG_26042","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","LIN",0.054,119.61
"ENG_26043","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","MUR",60.623,504781.3
"ENG_26044","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","NEP.27.7.outFU",0.003,26.35
"ENG_26045","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","OTH",2665.639,3828159.37
"ENG_26046","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","PLE",51.611,69921.25
"ENG_26047","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","POK",0.066,389.04
"ENG_26048","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","POL",0.655,1862.37
"ENG_26049","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","RJA",17.027,37690.18
"ENG_26050","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","SDV",0.48,651.56
"ENG_26051","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","SOL",13.916,119951.1
"ENG_26052","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","TUR",4.076,36079.02
"ENG_26053","UKE",2017,1,"MIS_MIS_0_0_0_HC",NA,"NULL","27.7.d","WHG",242.248,203193.62
"ENG_26054","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.e","COD",0.023,86.01
"ENG_26056","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.e","OTH",839.49,1753956.06
"ENG_26057","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.e","PLE",0.01,22.81
"ENG_26058","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.e","POL",0.021,51.16
"ENG_26059","UKE",2017,1,"FPO_CRU_0_0_0_all",NA,"NULL","27.7.e","RJA",0.141,302.87
"ENG_26060","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","ANF",32.833,124510.71
"ENG_26061","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","BLL",1.937,16063.3
"ENG_26062","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","BSS",0.074,839.94
"ENG_26063","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","COD",1.684,6090.32
"ENG_26064","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","DAB",0.015,17.32
"ENG_26065","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","HAD",0.802,1729.93
"ENG_26066","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","HKE",0.221,543.77
"ENG_26067","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","LEM",0.012,114.93
"ENG_26068","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","LEZ",0.04,158.84
"ENG_26069","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","LIN",3.416,5580.05
"ENG_26070","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","MUR",0.174,1779.43
"ENG_26071","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","OTH",9.466,24968.32
"ENG_26072","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","PLE",0.258,566.54
"ENG_26073","UKE",2017,1,"GNS_DEF_>=220_0_0_all",NA,"NULL","27.7.e","POK",0.052,82.65
